Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
,0.15-0.51-0.23-0.10,-3.5363345,3.323334,1.3861173,2.30915,4.0595355,9.978245,1438.717,23.51281,1.7285,10.670423,9.019798,2.3411274,0.05302653,7.89945,8.104925
,0.14-0.30-0.24-0.09-0.03-0.21,-11.204196,5.1755743,1.3531126,3.5540025,2.0785558,13.426507,1734.5198,21.693626,1.7822464,7.0160685,7.4906826,2.332364,0.13506037,7.1393065,25.075636
,0.40-0.10-0.11-0.21-0.17,-15.819376,7.311064,1.3949926,2.0282848,1.6117893,12.324244,2068.8894,14.687382,1.7033348,7.7414026,6.601227,2.0697777,0.00037185446,7.1503096,13.767506
,0.23-0.14-0.08-0.33-0.08-0.02-0.13,-10.326526,6.241914,1.3509579,4.4108915,2.3066223,14.299666,1665.7305,27.601274,1.7351482,6.8393855,6.4750786,2.5599554,0.2526821,6.085214,6.6610665
,0.23-0.13-0.26-0.22-0.17,-19.616796,10.349324,1.4041764,6.9442315,1.3368502,13.2279625,1982.521,32.220364,1.5509902,6.8216734,4.2842317,0.95347923,0.0122389225,5.853387,23.898842
,0.10-0.31-0.18-0.05-0.26-0.10,-10.742636,6.1943994,1.3842003,2.0194938,2.4770396,13.554882,1963.1252,14.257266,1.790763,8.4066105,7.52061,1.9738952,0.11768207,7.666591,13.284695
,0.11-0.01-0.26-0.25-0.13-0.24,-10.463269,9.019679,1.4280114,6.3937387,2.6927295,13.270718,2123.0767,24.466465,1.5215063,7.614395,4.2764,0.6502321,0.3793425,6.234452,67.28834
,0.45-0.02-0.03-0.16-0.33-0.01,-18.073149,6.10666,1.3142825,4.642993,0.79541737,10.399048,1382.4049,30.330048,1.7522266,7.992228,6.4007874,3.2537625,0.9453682,5.2865486,5.8432493
,0.14-0.24-0.01-0.16-0.10-0.34,-10.400632,5.3259845,1.3554704,3.919309,2.222771,13.070608,1768.7179,27.108202,1.8708553,7.444076,8.005045,2.347129,0.598362,7.7366567,21.495205
,0.32-0.16-0.22-0.09-0.21,-15.656597,7.2692785,1.3623374,1.5908334,1.5232996,12.756591,1869.597,9.208172,1.7952712,7.2658434,7.7664804,2.118191,0.0011848029,7.504842,27.758806
,0.12-0.27-0.15-0.10-0.21-0.15,-20.380344,9.045517,1.3583313,3.3634353,1.2391448,14.403608,1753.3241,18.929562,1.7670871,8.09898,7.2305193,2.5296822,0.030669967,6.730453,23.114788
,0.17-0.08-0.17-0.17-0.14-0.27,-5.806163,6.492176,1.3483969,3.7047002,4.022017,14.3941345,1622.3608,24.389523,1.8002554,6.846351,7.9218125,2.7664127,0.05752795,7.0535116,11.412207
,0.12-0.29-0.21-0.17-0.20,-4.030737,2.2140539,1.3837831,1.6989086,5.9897428,13.081607,1845.5739,12.661174,1.7546972,7.6088676,7.7729406,1.4855447,0.7247536,7.906427,12.931124
,0.22-0.32-0.10-0.19-0.14-0.03,-5.365689,6.4577966,1.3402476,3.8804784,3.9265482,13.5565,1554.1349,25.39017,1.7964993,6.65566,7.6528945,2.8096654,0.06505541,6.8027763,24.997913
,0.12-0.24-0.23-0.18-0.22,-1.6417688,2.054892,1.442616,4.678538,18.748604,13.16077,2338.8337,15.415682,1.5993159,14.702265,4.666011,0.6832275,0.99995065,6.8880854,25.287992
,0.14-0.08-0.25-0.18-0.17-0.11-0.07,-6.453903,7.536538,1.3599055,3.7105627,4.0618334,15.498964,1691.3823,24.32114,1.7617452,7.418181,7.3577013,2.7245176,0.010318589,6.7756886,11.000426
,0.37-0.01-0.25-0.37,-1.3545623,0.7224505,1.363353,1.6317902,12.432967,9.514457,1770.0659,3.3369992,1.8752016,2.1573815,9.069999,0.86148757,0.9977265,8.581466,26.550024
,0.54-0.04-0.06-0.33-0.01-0.01,-3.393467,2.76443,1.34688,8.4693,2.66075,9.184526,983.0843,20.532787,1.5434463,12.13222,3.6320193,2.761339,9.627066e-06,2.8104594,8.738326
,0.20-0.28-0.17-0.06-0.11-0.19,-10.388615,6.248608,1.3440797,3.8203175,2.2386975,14.134391,1645.4166,24.441776,1.791008,6.8684926,7.509183,2.6354427,0.39240083,6.8658457,23.57053
,0.16-0.21-0.20-0.11-0.17-0.15,-11.749602,5.5865536,1.3583199,3.81983,2.1010416,14.71857,1677.2281,22.746431,1.7370107,8.034735,7.1659007,2.2365875,0.0883088,6.9131603,18.965624
,0.17-0.18-0.17-0.19-0.02-0.27,-11.6916275,5.452105,1.3533473,3.918553,2.0380747,13.8488245,1720.6088,24.274706,1.8014525,7.2369175,7.481048,2.4483647,0.6143977,7.0520816,17.695665
,0.22-0.27-0.19-0.32,-4.2042227,1.7901045,1.3728992,1.822181,5.0679526,11.374677,1873.1781,9.999538,1.8214222,5.5582514,8.330037,1.5696658,0.92865586,8.207298,19.464912
,0.11-0.10-0.20-0.18-0.10-0.20-0.10,-10.206834,8.756728,1.3550944,4.731856,2.673148,16.01136,1704.0635,22.125486,1.7782621,7.8931084,7.6577168,2.786613,0.07733329,6.948639,16.543913
,0.09-0.11-0.22-0.16-0.12-0.23-0.07,-7.688665,7.6977115,1.3613372,3.113313,3.4768424,15.474541,1727.5001,20.686861,1.7882025,7.3440886,7.8848,2.5806427,0.039972577,7.2464576,13.443831
,0.21-0.06-0.08-0.26-0.12-0.11-0.18,-10.957432,7.714609,1.3203915,9.543434,2.3691716,15.39943,1685.7789,27.761948,1.7771982,7.828909,6.9422965,2.8872585,0.0005703541,6.429316,41.256104
,0.18-0.09-0.18-0.09-0.24-0.05-0.18,-22.430815,12.0832,1.3392369,5.4790025,1.097375,15.310531,1607.7179,23.991247,1.7581575,8.77052,7.0481358,3.1660376,0.2938106,5.952625,6.4046035
,0.03-0.06-0.29-0.33-0.25-0.03,-6.891205,4.1066484,1.4043725,3.2274642,4.008355,12.179339,2267.9712,18.383215,1.7656043,15.255073,5.2549877,1.3091758,0.9496009,6.8537664,15.8787
,0.14-0.07-0.19-0.11-0.23-0.25,-12.922052,10.543988,1.4425244,6.682724,2.4770827,14.557779,2198.755,30.112288,1.4880115,7.9859457,4.181072,0.6651939,0.59475243,7.665154,282.21735
,0.16-0.07-0.23-0.02-0.34-0.19,-1.3646715,1.9144427,1.4497898,5.726607,23.027758,13.129275,2393.5288,11.872532,1.5474961,13.913633,4.695924,0.5881088,0.9999386,8.357066,456.80154
,0.06-0.31-0.12-0.31-0.02-0.18,-6.023652,3.643799,1.3673267,2.9266362,3.8080482,12.78241,1794.5249,16.64509,1.8324614,5.605584,8.075467,1.7650834,0.8186084,7.854248,23.635223
,0.20-0.12-0.27-0.08-0.10-0.22,-9.450907,6.17329,1.349038,4.016858,2.5172455,14.179834,1677.7523,26.021105,1.7692038,7.1356974,7.262917,2.6907334,0.13438864,6.716025,14.586899
,0.13-0.22-0.18-0.17-0.14-0.15,-10.330545,5.25793,1.3613105,3.6233432,2.4385285,14.850172,1696.366,21.035538,1.754064,7.747948,7.366342,2.1484087,0.063071966,7.101366,19.087662
,0.15-0.11-0.17-0.20-0.20-0.04-0.13,-8.679378,8.229746,1.3596866,3.8303576,2.9623642,15.496808,1659.1465,24.331266,1.7512505,7.796878,7.1403966,2.814918,0.014203007,6.487853,11.804485
,0.26-0.02-0.23-0.05-0.20-0.11-0.13,-16.65175,8.127882,1.3518453,4.6727443,1.4374847,14.50637,1650.0774,28.412977,1.7096386,7.5664334,6.1267853,2.636769,0.6532927,5.7040124,6.483037
,0.11-0.17-0.18-0.15-0.11-0.05-0.12-0.10,-9.731339,8.176789,1.3617913,3.3920054,2.9571307,17.101345,1682.7236,22.35767,1.7610948,8.112282,7.5455694,2.671044,0.06323144,6.929255,16.290283
,0.29-0.15-0.32-0.23,-0.42425504,1.6966112,1.4096516,2.9124627,65.29662,11.400719,2429.878,20.205242,1.5727243,2.940423,4.6694765,0.48054686,0.9999995,8.004172,97.569176
,0.17-0.18-0.04-0.16-0.03-0.41,-5.631713,2.3978186,1.39736,3.2799,6.769504,12.545684,3038.8057,21.19544,1.9996688,18.355162,5.4294844,0.7501921,0.99986184,12.698623,36.62539
,0.06-0.30-0.21-0.28-0.15,-1.7407669,3.474103,1.414994,2.8104174,17.17846,12.466924,2398.641,20.064949,1.7751608,14.980563,5.386096,1.6170294,0.9999528,7.5140204,21.42502
,0.16-0.25-0.24-0.13-0.23,-11.62351,5.2885733,1.3521347,3.722924,1.9541385,13.147874,1727.5756,22.577057,1.7842851,6.79562,7.4128017,2.409504,0.18091303,7.002318,21.818495
,0.17-0.22-0.25-0.15-0.04-0.18,-11.330859,5.1601877,1.357165,4.0740466,2.2222934,14.165339,1777.6128,26.121798,1.7910839,7.941189,7.1543446,2.3624103,0.044806477,7.034342,20.280025
,0.07-0.26-0.32-0.16-0.02-0.16,-4.10869,2.4671001,1.4230385,2.7833467,9.438402,13.187507,2940.6208,19.17165,1.7240529,18.83955,5.0731335,0.62766,0.9999974,12.235995,122.2508
,0.19-0.26-0.17-0.13-0.20-0.06,-9.174079,7.335225,1.3519281,4.033016,2.5529506,14.257411,1642.7223,25.051567,1.7643842,7.1749077,7.1138477,2.649848,0.057135906,6.556712,21.257471
,0.15-0.21-0.11-0.10-0.29-0.14,-21.768764,9.321701,1.3530235,3.5729878,1.1219051,14.297579,1708.1552,20.417912,1.7730051,8.180143,7.2933517,2.6810637,0.1635305,6.6250534,19.47635
,0.19-0.16-0.24-0.13-0.06-0.22,-12.285691,5.3955536,1.3553765,4.2873945,2.0536985,14.25835,1769.5667,28.019655,1.7914,8.403998,7.054948,2.468636,0.02552965,6.923129,17.133018
,0.17-0.16-0.17-0.09-0.17-0.25,-8.269255,6.199321,1.3499446,3.7553382,2.917371,14.563196,1656.5375,23.40339,1.7973915,6.68677,7.71412,2.6031115,0.117666125,7.017499,15.92776
,0.23-0.07-0.31-0.35-0.05,-8.983932,7.447523,1.3571651,4.594129,2.3149507,11.6059265,1791.96,6.2465324,1.8606035,3.4261458,8.588793,1.516275,0.9998179,7.913054,18.790554
,0.15-0.27-0.19-0.09-0.12-0.07-0.10,-7.2836785,5.9236407,1.3541979,3.6463957,3.5246432,15.411846,1665.7554,22.892128,1.7730184,7.34783,7.557535,2.4204412,0.05698682,7.101151,22.464586
,0.14-0.36-0.03-0.21-0.02-0.23,-2.947769,2.7997477,1.3794634,1.7904314,8.051568,12.506449,1897.7534,12.031337,1.7914243,6.240343,7.9705615,1.6872715,0.989139,8.007542,14.83181
,0.19-0.08-0.16-0.15-0.22-0.06-0.16,-12.579472,8.6622505,1.3577688,4.1262126,2.0411992,15.564167,1649.7642,25.217623,1.7359704,7.964479,6.7669687,2.8130462,0.20263764,6.1538334,9.9179945
,0.37-0.03-0.37-0.23,-0.34183204,1.6527451,1.3685224,1.7725368,50.481087,9.788031,1762.9697,4.3306875,1.8690643,1.7286388,8.920252,0.8444231,0.9996113,8.4853325,25.407486
,0.11-0.28-0.25-0.17-0.19,4.4787407,4.477388,1.3724988,1.8188419,5.1784544,13.028096,1780.2262,16.803501,1.8209003,5.668262,8.679567,1.9368877,0.8884754,8.234505,12.887044
,0.18-0.22-0.19-0.10-0.13-0.17,-27.641468,11.769239,1.3137174,8.568518,0.88498795,14.659101,1668.7493,24.340225,1.7447797,7.681195,6.0885363,2.2939065,0.019764928,5.3157673,4.8719025
,0.05-0.23-0.21-0.09-0.28-0.15,-9.44112,8.867566,1.368611,2.6206279,2.622036,14.086455,1757.3585,18.930185,1.7742811,8.199698,7.8865404,2.7251163,0.054285157,7.1625433,7.5824566
,0.16-0.29-0.17-0.10-0.23-0.05,-5.809269,5.7471566,1.3543499,3.7587972,4.014737,13.931716,1674.0713,23.002502,1.7909652,6.2939496,7.54245,2.4157193,0.03353887,7.0453954,22.636114
,0.17-0.07-0.20-0.16-0.16-0.18-0.05,-8.610127,7.715367,1.353489,3.8646955,2.9808595,15.548206,1650.7098,24.83296,1.7726432,7.4343657,7.4505773,2.80382,0.056569505,6.725313,10.799857
,0.23-0.14-0.31-0.02-0.19-0.10,-8.759367,4.439269,1.3904396,3.2607176,3.4062421,13.670181,2182.5986,23.498352,1.9310145,9.165743,7.5802326,1.8182687,0.9176137,8.895182,23.644604
,0.24-0.34-0.24-0.17,-2.88443,1.8840944,1.4199857,2.727128,9.966721,11.519604,2495.5977,16.013575,1.7287111,14.473456,5.00239,0.69888115,0.99992275,7.597651,26.372484
,0.25-0.16-0.05-0.16-0.05-0.11-0.17-0.03-0.02,-9.368146,6.9765363,1.3380114,4.189434,2.4766848,16.271091,1425.9609,28.529102,1.768224,8.339543,7.7668715,3.1731322,0.04610719,6.558429,16.392534
,0.17-0.18-0.18-0.01-0.14-0.09-0.22,-11.782187,5.8861337,1.3535998,3.8819544,2.1311798,15.060685,1667.252,23.204,1.7626244,7.662103,7.33891,2.4249253,0.34834912,6.8861966,16.96682
,0.07-0.29-0.13-0.15-0.26-0.09,-8.406976,7.7714972,1.3699193,2.941963,2.9527194,13.884687,1787.8284,19.540516,1.769305,7.6169786,7.637062,2.5446234,0.07548164,7.145662,6.8244395
,0.17-0.23-0.21-0.25-0.14,4.018249,4.2514176,1.3739318,1.8239763,5.8739095,13.230246,1784.0057,15.30848,1.8249632,5.212716,8.611179,1.7758288,0.99347275,8.231348,15.467356
,0.26-0.12-0.20-0.01-0.23-0.18,-12.789321,5.717661,1.3451358,4.511587,1.7262595,13.557525,1628.4451,27.53332,1.7588488,6.961895,6.7945604,2.6226592,0.63677627,6.2555814,13.503567
,0.19-0.07-0.16-0.22-0.11-0.23,-16.287842,7.626556,1.3679299,1.7599533,1.7136906,14.6079,1910.7688,10.002765,1.7629616,7.8191347,7.3199053,2.2000058,6.6675624e-05,7.1922407,20.720476
,0.29-0.02-0.21-0.04-0.22-0.16-0.06,-16.503445,8.507993,1.3734903,2.0837936,1.5829971,13.964768,1870.7721,12.7374115,1.8131218,8.289209,7.7978854,2.1171093,0.0019158864,7.538882,23.479134
,0.26-0.15-0.02-0.24-0.27-0.05,-12.814615,8.506421,1.3283184,3.627107,1.5200303,13.336752,1460.5205,24.782808,1.8000829,7.866065,7.8659635,3.284799,0.8330593,6.4966354,16.07007
,0.29-0.14-0.22-0.17-0.19,-3.5920835,5.3903527,1.360817,1.5208088,6.538108,13.110784,1791.3057,13.103329,1.8306851,5.4382505,8.485899,1.9067303,0.9881911,8.065943,24.688705
,0.28-0.06-0.12-0.47-0.07,-15.125675,5.426816,1.3537064,4.9182105,1.0605661,11.135087,1440.6511,24.967028,1.6331481,7.159828,6.146467,2.1538448,0.01098602,5.897735,3.8824594
,0.27-0.16-0.15-0.23-0.10-0.09,-13.5231495,7.3057213,1.3711159,1.8563416,2.0285716,14.502147,1891.6284,10.404055,1.7897645,7.499193,7.725493,2.0518515,0.004475082,7.559311,23.230955
,0.02-0.18-0.12-0.17-0.11-0.30-0.10,-7.814985,8.320299,1.3641577,2.1378667,3.2952168,14.811315,1738.6752,14.8215275,1.8205253,6.9850435,8.531527,2.2968142,0.7879263,7.745699,17.029718
,0.30-0.28-0.42,-1.282835,0.5451134,1.3639835,1.6536692,12.352513,8.988113,1763.02,1.9770496,1.8787577,1.7609289,9.145202,0.82776225,0.9980215,8.583453,22.575972
,0.21-0.02-0.15-0.24-0.20-0.17,-22.027693,8.663522,1.3569711,4.3490467,1.064019,13.906512,1685.3887,24.639835,1.7263561,8.046698,6.393996,2.6119864,0.43387643,5.9033194,6.9315667
,0.18-0.25-0.24-0.34,-34.311947,12.760001,1.2777617,10.072189,0.5744792,11.316625,1741.8179,2.8178163,1.881431,1.6620191,7.294796,2.4576213,0.9834812,5.556049,16.994587
,0.18-0.21-0.16-0.17-0.19-0.05-0.04,-6.679258,7.187526,1.3508956,3.921166,3.6722221,15.120084,1622.1943,24.91507,1.778092,7.0395417,7.4300294,2.7291875,0.043782484,6.739692,18.532085
,0.28-0.32-0.11-0.29,-2.9280462,1.3558066,1.3772272,2.5051708,7.179419,11.075543,1898.0254,18.858242,1.9041566,5.0864167,8.626612,1.2205979,0.667035,8.756655,21.979786
,0.27-0.25-0.18-0.05-0.03-0.22,-5.8974485,2.4578736,1.4227422,3.0308082,6.829798,13.274266,3034.3203,15.264116,1.8963974,18.607458,5.4365673,0.5905808,0.99968183,12.500538,81.19778
,0.05-0.14-0.19-0.14-0.21-0.27,-1.3246294,5.2124596,1.3696104,2.672654,17.572393,14.120998,1648.3884,18.25475,1.7710798,8.403565,8.374849,2.1639614,0.025682,7.79239,6.05089
,0.20-0.06-0.12-0.12-0.41-0.09,-12.536508,5.6413918,1.3629683,4.301522,1.6235578,13.115971,1551.8289,23.85637,1.6602398,7.9615145,6.6009965,2.0717149,0.013728341,6.4485135,7.9945974
,0.13-0.04-0.29-0.11-0.16-0.06-0.04-0.17,-7.548633,6.409166,1.3609383,3.6307592,3.7722812,15.71805,1811.6472,24.035246,1.7198734,6.8938913,6.5650067,2.434394,0.0062030335,6.4866776,11.075746
,0.24-0.12-0.24-0.23-0.06-0.12,-11.735302,5.0204363,1.3555292,4.726983,2.0855699,14.072601,1739.1803,30.433441,1.7720599,8.453251,6.572197,2.3799024,0.0010515503,6.5222993,14.20009
,0.34-0.22-0.20-0.09-0.14,-16.338297,5.911216,1.341467,5.086021,1.2977996,12.8288145,1652.8286,32.563126,1.6635864,5.548007,5.0774465,1.9085655,0.00039122233,5.0744553,7.3173013
,0.18-0.24-0.07-0.10-0.20-0.21,-16.196182,17.452364,1.4529674,7.9461827,2.1169817,14.335052,2391.8306,19.073544,1.4898527,11.116029,4.3391314,0.47491792,0.98707944,8.57481,490.63382
,0.32-0.07-0.13-0.14-0.22-0.12,-7.9300737,6.467527,1.3358394,4.677193,2.6402748,13.922902,1503.8223,29.758722,1.7589974,7.1825323,6.845046,3.0002708,0.52966154,5.9919825,9.604378
,0.11-0.17-0.13-0.17-0.16-0.01-0.11-0.14,-11.328971,8.898091,1.3609449,3.348426,2.4302042,16.36175,1682.6874,21.005497,1.7692394,8.008414,7.5197763,2.7308254,0.09589473,6.8104367,16.02779
,0.19-0.18-0.20-0.15-0.28,-4.672484,1.9756229,1.3841949,2.608211,5.67902,13.20453,2009.5469,20.248169,1.8817862,7.7404695,8.089808,1.615955,0.29816645,8.646057,18.40559
,0.21-0.13-0.23-0.17-0.13-0.12,-5.2443166,6.3976846,1.3473723,4.0610204,4.5230966,14.64734,1619.444,27.071697,1.7731678,7.0351386,7.3906336,2.8210008,0.05892934,6.699245,14.331347
,0.21-0.26-0.18-0.18-0.11-0.05,-5.130014,6.4103465,1.3443419,3.968199,4.460686,14.406818,1588.3713,26.947529,1.7844493,6.9089746,7.5426073,2.8346598,0.07167691,6.781386,22.22651
,0.23-0.14-0.20-0.30-0.13,-2.9837227,1.8355937,1.4232864,4.5170455,10.319578,12.995765,2369.291,15.678043,1.6887672,16.138065,4.896797,0.7413791,0.99963355,7.0885077,22.179974
,0.17-0.31-0.13-0.30-0.09,-11.096688,6.399067,1.3765311,1.827699,2.1672013,12.620012,1905.6046,10.270914,1.784183,7.2846212,7.7870235,2.0009289,0.070841014,7.651736,17.09816
,0.67-0.33,3.520196,0.29569247,1.350013,0.21469316,2.213563,5.2683434,1479.0564,11.76064,1.9032533,0.35470337,10.672073,0.47346103,0.8514354,8.9276905,7.940448
,0.16-0.11-0.14-0.13-0.27-0.15-0.03,-7.1598635,6.973768,1.3561356,3.8353448,3.50699,15.210683,1650.7849,23.199684,1.7876143,6.7840962,7.577305,2.6106946,0.037506822,6.884719,12.085569
,0.27-0.16-0.11-0.20-0.12-0.06-0.07,-7.724348,6.2399263,1.355974,5.8561463,2.3371956,15.387576,1173.2393,31.324335,1.6749315,11.869564,7.183415,3.956535,0.0024034344,5.4064612,7.64462
,0.18-0.13-0.14-0.10-0.23-0.15-0.07,-6.656521,6.0722857,1.3585831,4.043913,3.801684,15.7725935,1604.4275,24.058523,1.7441106,7.7828383,7.264186,2.4400065,0.023778267,6.789518,12.596814
,0.17-0.28-0.18-0.15-0.09-0.14,-11.865175,5.546862,1.3531709,3.864083,2.0332887,14.391569,1676.3512,22.881937,1.7634479,7.456746,7.260826,2.319751,0.255339,6.8979864,23.161022
,0.16-0.16-0.22-0.14-0.23-0.09,-9.239096,8.545595,1.353603,3.7412148,2.5575888,14.559983,1622.928,24.551899,1.7741299,7.8980727,7.6298037,2.9833353,0.056245223,6.7006383,6.4059834
,0.10-0.28-0.20-0.03-0.10-0.07-0.13-0.06-0.03,-12.326918,7.030821,1.3616738,3.2183092,2.350496,16.482971,1757.8365,19.687376,1.7568021,7.8401012,7.343798,2.288687,0.036115043,7.0783296,23.24287
,0.31-0.15-0.29-0.24,-2.79948,1.4637934,1.3722967,1.8192306,7.437506,11.362788,1832.3972,8.25733,1.839222,4.4249544,8.495746,1.285253,0.96428573,8.298164,23.411266
,0.17-0.09-0.17-0.16-0.18-0.12-0.11,-11.199868,8.533663,1.3557882,3.9595842,2.3483236,15.930227,1651.0066,24.7856,1.7546152,7.8277745,7.1261187,2.8358448,0.12915677,6.4407783,11.051332
,0.10-0.45-0.15-0.31,3.2067428,3.4951468,1.3621304,1.5817788,5.012615,10.214101,1573.7236,16.097256,1.8287711,7.4231386,9.627849,1.7805872,0.062052302,8.530243,7.1821356
,0.22-0.19-0.19-0.14-0.12-0.15,-7.491555,6.524545,1.3438282,4.0007534,3.162568,14.715814,1610.0061,26.441277,1.7810458,7.034236,7.4393005,2.8041937,0.142147,6.711947,18.1883
,0.20-0.28-0.18-0.03-0.14-0.17,-11.031072,5.9358106,1.3465813,3.8924184,2.1048882,13.935099,1666.2366,24.209238,1.7859486,6.805522,7.3809285,2.5484252,0.3938697,6.832838,23.48056
,0.09-0.23-0.12-0.18-0.08-0.23-0.07,-10.290176,5.0566216,1.3643903,3.4941998,2.7927265,15.407825,1865.133,23.550629,1.8337555,8.048989,7.629313,2.1663268,0.0036426226,7.6972895,21.42256
,0.39-0.06-0.16-0.37-0.03,-9.640591,7.0798454,1.3584764,6.862255,1.3173376,10.691257,1187.8782,28.088552,1.5625596,8.863626,4.8930645,2.6548572,0.10182916,4.2435203,3.9028301
,0.18-0.10-0.21-0.15-0.21-0.15,-10.251189,4.708652,1.3717643,4.7846656,2.7862875,14.661021,1948.2104,32.29917,1.8433248,10.677415,6.6884704,2.2497325,6.995971e-05,7.40946,14.983575
,0.13-0.30-0.26-0.04-0.09-0.18,-5.0163717,2.4012148,1.420898,3.1121213,8.126675,13.629026,2991.146,16.327284,1.7816076,18.895239,5.2625427,0.53324115,0.99997616,12.459776,107.24555
,0.25-0.10-0.17-0.20-0.21-0.07,-11.11455,8.311427,1.3437338,4.293719,2.0106633,14.454151,1546.1035,26.735353,1.7688994,7.758119,7.2551126,3.07299,0.49615267,6.269024,6.145298
,0.32-0.16-0.06-0.17-0.11-0.15-0.02,-9.073128,6.919383,1.3266609,4.2008843,2.3010395,14.599031,1430.0688,29.453796,1.7759535,7.440718,7.3326025,3.2401354,0.900344,6.141677,16.271433
,0.11-0.25-0.16-0.12-0.15-0.16-0.04,-9.29235,5.292346,1.3642249,3.5879378,2.7391512,15.38945,1653.9349,24.335363,1.7654066,8.055432,7.758492,2.409193,0.008506053,7.2533917,21.153751
,0.14-0.21-0.17-0.02-0.12-0.10-0.23,-9.643271,5.40595,1.361264,4.039983,2.8660324,15.113634,1828.6748,27.793499,1.835809,8.627331,7.5037622,2.3733237,0.00019191671,7.537613,20.323105
,0.32-0.03-0.12-0.22-0.30,1.7632253,2.7657206,1.3626552,1.6033899,11.662894,11.886844,1730.0068,9.221521,1.8730958,2.658681,9.223327,1.1229538,0.999406,8.591191,23.825756
,0.31-0.28-0.14-0.06-0.10-0.10,-12.822787,6.4715476,1.3305708,4.359293,1.6258708,13.545163,1539.1615,29.125273,1.7635283,7.290245,6.8188777,2.8743114,0.94259435,6.0959315,24.73201
,0.12-0.13-0.12-0.23-0.09-0.17-0.13,-10.898386,9.08374,1.3544484,3.3641496,2.378547,15.832861,1637.2478,22.300947,1.7814792,8.055639,7.7953024,2.9215102,0.109575875,6.859694,14.229875
,0.16-0.10-0.14-0.18-0.10-0.19-0.14,-14.008968,9.471609,1.3533325,3.6974945,1.8712404,15.961461,1642.3398,23.671677,1.7631416,8.309023,7.380341,2.9708066,0.39802727,6.5322204,12.409741
,0.24-0.20-0.16-0.16-0.06-0.18,-8.242806,6.812868,1.3370447,3.9386697,2.7289433,14.398663,1562.2388,27.007038,1.7866819,7.219985,7.537409,2.9582818,0.3850047,6.6428576,19.270563
,0.13-0.33-0.07-0.13-0.32-0.02,3.328398,4.13559,1.3687693,1.951433,6.1829147,12.750457,1613.9976,19.783136,1.8240526,7.3035455,9.387254,1.9661657,0.10520186,8.347564,7.6907043
,0.31-0.22-0.24-0.06-0.16,-1.6062745,3.4598188,1.3676149,2.1911068,10.346004,12.590852,1319.8877,30.0258,1.7877353,8.860565,10.225039,1.987252,1.2773792e-06,8.075224,7.4427576
,0.21-0.16-0.22-0.05-0.13-0.09-0.14,-10.677928,6.143946,1.3515856,4.180073,2.3820653,15.47825,1643.3071,25.845592,1.7437727,7.62127,7.0118027,2.5138936,0.1163133,6.593332,16.174343
,0.21-0.16-0.17-0.18-0.10-0.19,-6.5181613,6.6493998,1.3426224,3.8738058,3.5870385,14.714554,1588.9636,26.087698,1.7906084,7.0440373,7.6808105,2.8766568,0.113345355,6.818,16.34148
,0.20-0.29-0.06-0.40-0.04,-1.8470885,2.0648103,1.3716955,2.1018312,10.576379,11.540225,1692.8177,15.369913,1.8603766,4.761433,9.211163,1.4053485,0.66788614,8.357141,18.042793
,0.15-0.18-0.19-0.33-0.15,-31.904293,16.010305,1.2625998,18.71265,0.8657722,12.971162,2129.4812,33.606903,1.9419546,13.955352,7.781722,2.2841015,0.0057463725,7.39203,21.096743
,0.24-0.18-0.04-0.09-0.20-0.23,-9.337218,14.245416,1.4723998,6.820182,3.551658,13.917209,2382.8486,17.755655,1.4554844,10.560631,4.27532,0.4481754,0.9999989,8.941293,609.9523
,0.34-0.10-0.18-0.02-0.28-0.07-0.01,-24.372187,8.225187,1.3460808,5.4377007,0.8634789,13.068586,1610.34,31.299463,1.6374781,6.720265,4.739154,1.9310813,1.09644725e-05,4.6948075,6.178276
,0.19-0.21-0.18-0.14-0.06-0.21,-7.64885,6.572276,1.3428864,3.6911268,3.044151,14.390704,1618.0063,25.114748,1.7954837,7.004968,7.760199,2.7894177,0.14014867,6.959413,19.907103
,0.30-0.28-0.05-0.11-0.18-0.04-0.03,-3.7398493,2.098407,1.425708,3.3034756,9.744833,13.803387,2640.236,16.382772,1.7808851,16.477123,5.1916237,0.66914296,0.99995875,8.904682,48.01331
,0.26-0.17-0.23-0.01-0.32,-6.21641,2.3426995,1.4168313,3.3255033,6.048637,11.707722,3211.6243,12.092737,1.9672252,18.666836,5.5823965,0.49429247,0.9993492,14.313888,88.7811
,0.20-0.31-0.15-0.06-0.14-0.14,-9.833937,6.1790895,1.3443346,3.842013,2.3415308,14.069713,1636.5978,24.2001,1.7930298,6.7092257,7.5039177,2.599263,0.32717153,6.8665347,25.244818
,0.02-0.13-0.15-0.34-0.14-0.23,4.7361617,4.5389795,1.362619,1.9711928,4.682115,13.249605,1673.6543,17.452711,1.8496745,4.8877497,9.225369,1.8963715,0.98937714,8.357947,13.972648
,0.25-0.10-0.08-0.09-0.14-0.27-0.06,-15.692681,8.572593,1.3390912,4.165018,1.4949955,15.034585,1560.4344,25.988186,1.7757213,7.818683,7.248969,3.0101926,0.8856249,6.294078,12.791885
